airline,source,destination,route,total_stops,price,duration_minutes,dep_hours,departure_bucket,month,day_type,route_segment,price_per_hour,rev_opportunity_score
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1165,9,Morning,6,Weekday,Optimization Route,528.5150214592275,8.808583690987124
Air India,Banglore,New Delhi,Banglore → New Delhi,0,4441,170,13,Afternoon,3,Weekday,Optimization Route,1567.4117647058824,26.123529411764707
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,12537,505,7,Morning,3,Weekday,Optimization Route,1489.5445544554455,24.825742574257426
GoAir,Kolkata,Banglore,Kolkata → Banglore,1,10091,555,22,Night,3,Weekend,Optimization Route,1090.918918918919,18.18198198198198
Air India,Banglore,Delhi,Banglore → Delhi,0,6961,170,21,Night,6,Weekday,Optimization Route,2456.823529411765,40.94705882352941
IndiGo,Delhi,Cochin,Delhi → Cochin,0,5013,195,5,Morning,4,Weekday,Optimization Route,1542.4615384615386,25.70769230769231
Air India,Delhi,Cochin,Delhi → Cochin,0,6934,170,5,Morning,5,Weekend,Optimization Route,2447.294117647059,40.78823529411765
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,10877,740,6,Morning,6,Weekday,Optimization Route,881.918918918919,14.698648648648648
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,175,15,Afternoon,4,Weekday,Optimization Route,2478.5142857142855,41.308571428571426
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7048,575,16,Afternoon,3,Weekday,Optimization Route,735.4434782608696,12.257391304347825
Vistara,Banglore,Delhi,Banglore → Delhi,0,4878,155,17,Evening,6,Weekday,Optimization Route,1888.258064516129,31.470967741935485
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,570,14,Afternoon,5,Weekday,Optimization Route,1141.4736842105262,19.024561403508773
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,15129,1760,23,Night,5,Weekend,Optimization Route,515.7613636363636,8.596022727272727
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,175,0,Night,5,Weekend,Optimization Route,1351.8857142857144,22.53142857142857
SpiceJet,Delhi,Cochin,Delhi → Cochin,1,5583,315,6,Morning,6,Weekday,Optimization Route,1063.4285714285713,17.723809523809525
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9646,545,7,Morning,6,Weekday,Optimization Route,1061.9449541284403,17.699082568807338
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7677,645,8,Morning,6,Weekday,Optimization Route,714.1395348837209,11.902325581395349
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6842,295,5,Morning,6,Weekend,Optimization Route,1391.593220338983,23.19322033898305
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4995,90,8,Morning,6,Weekday,Optimization Route,3330.0,55.5
Vistara,Kolkata,Banglore,Kolkata → Banglore,1,9555,700,7,Morning,6,Weekend,Optimization Route,819.0,13.65
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4077,165,1,Night,6,Weekend,Optimization Route,1482.5454545454545,24.70909090909091
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,175,15,Afternoon,5,Weekend,Optimization Route,2478.5142857142855,41.308571428571426
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,12192,600,9,Morning,6,Weekend,Optimization Route,1219.2,20.32
Air India,Banglore,Delhi,Banglore → Delhi,0,5911,165,10,Morning,4,Weekday,Optimization Route,2149.4545454545455,35.82424242424243
Air India,Delhi,Cochin,Delhi → Cochin,1,8372,615,9,Morning,6,Weekday,Optimization Route,816.780487804878,13.613008130081301
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4995,85,7,Morning,3,Weekday,Optimization Route,3525.8823529411766,58.76470588235294
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,14323,555,10,Morning,5,Weekday,Optimization Route,1548.4324324324325,25.807207207207206
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13014,1375,5,Morning,6,Weekend,Optimization Route,567.8836363636364,9.464727272727274
Air India,Delhi,Cochin,Delhi → Cochin,2,13591,1730,14,Afternoon,6,Weekday,Optimization Route,471.36416184971097,7.85606936416185
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,18799,2245,5,Morning,3,Weekend,Optimization Route,502.42316258351894,8.373719376391982
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,170,23,Night,4,Weekend,Optimization Route,1391.6470588235295,23.194117647058825
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,1965,90,5,Morning,5,Weekday,Optimization Route,1310.0,21.833333333333332
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4995,90,10,Morning,5,Weekday,Optimization Route,3330.0,55.5
Air India,Kolkata,Banglore,Kolkata → Banglore,1,14641,1540,16,Afternoon,3,Weekend,Optimization Route,570.4285714285714,9.507142857142858
Air India,Kolkata,Banglore,Kolkata → Banglore,0,4460,155,20,Evening,4,Weekday,Optimization Route,1726.4516129032259,28.774193548387096
Air India,Delhi,Cochin,Delhi → Cochin,1,10191,375,13,Afternoon,5,Weekend,Optimization Route,1630.56,27.176
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,13843,1050,2,Night,3,Weekend,Optimization Route,791.0285714285715,13.183809523809524
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6349,345,21,Night,5,Weekday,Optimization Route,1104.1739130434783,18.402898550724636
Air Asia,Kolkata,Banglore,Kolkata → Banglore,0,4409,155,10,Morning,5,Weekday,Optimization Route,1706.7096774193549,28.44516129032258
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,17024,1530,18,Evening,3,Weekday,Optimization Route,667.6078431372549,11.126797385620915
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13727,835,7,Morning,5,Weekend,Optimization Route,986.3712574850299,16.439520958083833
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,8855,175,18,Evening,3,Weekday,Optimization Route,3036.0,50.6
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,12524,615,8,Morning,6,Weekday,Optimization Route,1221.8536585365853,20.364227642276422
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,13555,520,11,Morning,3,Weekday,Optimization Route,1564.0384615384614,26.067307692307693
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,330,6,Morning,6,Weekday,Optimization Route,1971.6363636363637,32.86060606060606
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13587,720,9,Morning,6,Weekend,Optimization Route,1132.25,18.870833333333334
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3543,135,9,Morning,6,Weekday,Optimization Route,1574.6666666666667,26.244444444444444
Vistara,Chennai,Kolkata,Chennai → Kolkata,0,4842,135,7,Morning,3,Weekday,Optimization Route,2152.0,35.86666666666667
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,170,23,Night,4,Weekday,Optimization Route,1391.6470588235295,23.194117647058825
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10577,550,19,Evening,6,Weekend,Optimization Route,1153.8545454545454,19.23090909090909
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6979,625,10,Morning,5,Weekday,Optimization Route,669.984,11.1664
Vistara,Chennai,Kolkata,Chennai → Kolkata,0,11982,140,17,Evening,6,Weekday,Optimization Route,5135.142857142857,85.58571428571429
SpiceJet,Delhi,Cochin,Delhi → Cochin,1,5264,270,8,Morning,6,Weekday,Optimization Route,1169.7777777777778,19.496296296296297
Vistara,Delhi,Cochin,Delhi → Cochin,0,8001,190,6,Morning,3,Weekend,Optimization Route,2526.6315789473683,42.11052631578947
Air India,Delhi,Cochin,Delhi → Cochin,2,10651,1410,19,Evening,6,Weekend,Optimization Route,453.2340425531915,7.5539007092198585
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,1640,16,Afternoon,5,Weekday,Optimization Route,396.7317073170732,6.61219512195122
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,6601,755,9,Morning,3,Weekday,Optimization Route,524.5827814569536,8.743046357615894
Air India,Delhi,Cochin,Delhi → Cochin,1,6587,1455,19,Evening,3,Weekday,Optimization Route,271.62886597938143,4.527147766323024
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,3173,80,13,Afternoon,3,Weekday,Optimization Route,2379.75,39.6625
Air India,Banglore,Delhi,Banglore → Delhi,0,5228,165,10,Morning,5,Weekday,Optimization Route,1901.090909090909,31.684848484848484
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,5769,180,7,Morning,6,Weekday,Optimization Route,1923.0,32.05
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,660,8,Morning,6,Weekday,Optimization Route,1337.6363636363637,22.293939393939393
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13014,810,5,Morning,6,Weekday,Optimization Route,964.0,16.066666666666666
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3359,170,22,Night,6,Weekday,Optimization Route,1185.5294117647059,19.758823529411764
GoAir,Banglore,New Delhi,Banglore → New Delhi,0,6722,175,20,Evening,3,Weekend,Optimization Route,2304.6857142857143,38.41142857142857
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4462,165,9,Morning,3,Weekday,Optimization Route,1622.5454545454545,27.042424242424243
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6171,675,4,Night,3,Weekend,Optimization Route,548.5333333333333,9.142222222222221
Air India,Kolkata,Banglore,Kolkata → Banglore,2,12303,875,5,Morning,5,Weekday,Optimization Route,843.6342857142857,14.060571428571428
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7695,835,11,Morning,3,Weekday,Optimization Route,552.934131736527,9.215568862275449
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5684,845,11,Morning,6,Weekday,Optimization Route,403.59763313609466,6.726627218934912
Air India,Kolkata,Banglore,Kolkata → Banglore,1,8366,905,16,Afternoon,6,Weekday,Optimization Route,554.6519337016574,9.244198895027624
Air India,Chennai,Kolkata,Chennai → Kolkata,0,19630,135,11,Morning,3,Weekday,Premium Route,8724.444444444445,145.40740740740742
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,13502,900,14,Afternoon,3,Weekday,Optimization Route,900.1333333333333,15.002222222222223
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14781,775,21,Night,5,Weekday,Optimization Route,1144.3354838709677,19.072258064516127
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,6513,540,7,Morning,6,Weekday,Optimization Route,723.6666666666666,12.061111111111112
Air India,Delhi,Cochin,Delhi → Cochin,1,9929,735,7,Morning,6,Weekend,Optimization Route,810.530612244898,13.508843537414966
Multiple carriers,Delhi,Cochin,Delhi → Cochin,2,18275,460,17,Evening,6,Weekday,Premium Route,2383.695652173913,39.72826086956522
Air India,Delhi,Cochin,Delhi → Cochin,1,4487,1640,6,Morning,4,Weekday,Discount Route,164.15853658536585,2.7359756097560974
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2754,85,21,Night,3,Weekday,Optimization Route,1944.0,32.4
Air India,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2575,80,6,Morning,3,Weekday,Optimization Route,1931.25,32.1875
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,1,8224,330,15,Afternoon,6,Weekday,Optimization Route,1495.2727272727273,24.921212121212122
Air India,Delhi,Cochin,Delhi → Cochin,1,8991,705,20,Evening,3,Weekend,Optimization Route,765.1914893617021,12.753191489361702
IndiGo,Delhi,Cochin,Delhi → Cochin,0,5000,195,5,Morning,6,Weekday,Optimization Route,1538.4615384615386,25.641025641025642
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,8529,1495,18,Evening,6,Weekday,Optimization Route,342.3010033444816,5.705016722408026
Air India,Delhi,Cochin,Delhi → Cochin,1,14042,1640,6,Morning,3,Weekend,Optimization Route,513.7317073170732,8.56219512195122
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,4030,175,11,Morning,5,Weekday,Optimization Route,1381.7142857142858,23.02857142857143
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,1025,18,Evening,6,Weekday,Optimization Route,634.770731707317,10.579512195121952
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,160,21,Night,5,Weekday,Optimization Route,1801.5,30.025
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7308,480,17,Evening,5,Weekday,Optimization Route,913.5,15.225
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4823,180,16,Afternoon,5,Weekend,Optimization Route,1607.6666666666667,26.794444444444444
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1655,9,Morning,6,Weekday,Optimization Route,372.03625377643505,6.200604229607251
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12898,450,20,Evening,5,Weekday,Premium Route,1719.7333333333333,28.662222222222223
Air India,Banglore,New Delhi,Banglore → New Delhi,2,12778,1375,17,Evening,3,Weekday,Optimization Route,557.5854545454546,9.293090909090909
IndiGo,Delhi,Cochin,Delhi → Cochin,1,14871,515,4,Night,3,Weekend,Optimization Route,1732.5436893203885,28.875728155339807
Air India,Delhi,Cochin,Delhi → Cochin,2,8708,1795,13,Afternoon,3,Weekday,Optimization Route,291.075208913649,4.85125348189415
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,1335,20,Evening,6,Weekday,Optimization Route,487.3707865168539,8.122846441947566
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4129,80,5,Morning,3,Weekday,Optimization Route,3096.75,51.6125
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,160,21,Night,5,Weekend,Optimization Route,1801.5,30.025
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,180,8,Morning,5,Weekday,Optimization Route,2409.6666666666665,40.16111111111111
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,7832,730,7,Morning,3,Weekday,Optimization Route,643.7260273972603,10.728767123287671
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3859,155,9,Morning,3,Weekday,Optimization Route,1493.8064516129032,24.89677419354839
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9001,705,7,Morning,6,Weekday,Optimization Route,766.0425531914893,12.767375886524823
Vistara,Banglore,Delhi,Banglore → Delhi,0,4878,155,17,Evening,5,Weekday,Optimization Route,1888.258064516129,31.470967741935485
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2754,90,2,Night,5,Weekday,Optimization Route,1836.0,30.6
Vistara,Banglore,Delhi,Banglore → Delhi,0,4668,160,7,Morning,6,Weekday,Optimization Route,1750.5,29.175
Air Asia,Kolkata,Banglore,Kolkata → Banglore,0,5216,155,10,Morning,5,Weekend,Optimization Route,2019.0967741935485,33.651612903225804
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,10368,1375,5,Morning,6,Weekday,Optimization Route,452.4218181818182,7.540363636363637
IndiGo,Delhi,Cochin,Delhi → Cochin,2,8146,880,6,Morning,3,Weekend,Optimization Route,555.4090909090909,9.256818181818181
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12242,925,13,Afternoon,3,Weekday,Optimization Route,794.0756756756757,13.234594594594595
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,9134,435,8,Morning,3,Weekday,Optimization Route,1259.8620689655172,20.997701149425286
Air India,Delhi,Cochin,Delhi → Cochin,2,10939,1210,13,Afternoon,6,Weekday,Optimization Route,542.4297520661157,9.040495867768595
Air India,Delhi,Cochin,Delhi → Cochin,2,11753,1245,10,Morning,6,Weekday,Optimization Route,566.4096385542168,9.440160642570282
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,4174,150,17,Evening,4,Weekday,Optimization Route,1669.6,27.826666666666668
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,1430,20,Evening,5,Weekday,Optimization Route,454.993006993007,7.583216783216783
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,1620,16,Afternoon,6,Weekday,Optimization Route,544.9629629629629,9.082716049382716
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9899,330,6,Morning,6,Weekday,Optimization Route,1799.8181818181818,29.996969696969696
IndiGo,Delhi,Cochin,Delhi → Cochin,1,14871,710,9,Morning,3,Weekend,Optimization Route,1256.7042253521126,20.94507042253521
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,7295,135,13,Afternoon,3,Weekday,Optimization Route,3242.222222222222,54.03703703703704
Air India,Delhi,Cochin,Delhi → Cochin,2,13465,1470,18,Evening,6,Weekday,Optimization Route,549.5918367346939,9.15986394557823
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3543,140,17,Evening,5,Weekday,Optimization Route,1518.4285714285716,25.307142857142857
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7198,390,19,Evening,6,Weekday,Optimization Route,1107.3846153846155,18.456410256410255
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1225,8,Morning,6,Weekend,Optimization Route,502.62857142857143,8.377142857142857
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4148,155,15,Afternoon,3,Weekday,Optimization Route,1605.6774193548388,26.761290322580646
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,8016,175,15,Afternoon,6,Weekday,Optimization Route,2748.342857142857,45.80571428571429
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,335,22,Night,6,Weekend,Optimization Route,1837.9701492537313,30.632835820895522
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3841,150,14,Afternoon,6,Weekend,Optimization Route,1536.4,25.606666666666666
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,11507,885,9,Morning,3,Weekday,Optimization Route,780.1355932203389,13.00225988700565
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14781,740,8,Morning,5,Weekday,Optimization Route,1198.4594594594594,19.974324324324325
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,16079,1530,17,Evening,5,Weekday,Optimization Route,630.5490196078431,10.509150326797386
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12898,335,22,Night,5,Weekday,Premium Route,2310.089552238806,38.50149253731343
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,15353,705,7,Morning,3,Weekday,Optimization Route,1306.6382978723404,21.777304964539006
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,7303,175,18,Evening,3,Weekend,Optimization Route,2503.885714285714,41.73142857142857
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,1,6197,340,15,Afternoon,3,Weekend,Optimization Route,1093.5882352941176,18.226470588235294
Air India,Kolkata,Banglore,Kolkata → Banglore,1,8996,245,9,Morning,6,Weekend,Optimization Route,2203.1020408163267,36.71836734693878
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6528,480,14,Afternoon,3,Weekday,Optimization Route,816.0,13.6
GoAir,Banglore,Delhi,Banglore → Delhi,0,4239,165,20,Evening,4,Weekday,Optimization Route,1541.4545454545455,25.69090909090909
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4148,160,20,Evening,3,Weekday,Optimization Route,1555.5,25.925
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,3971,175,21,Night,5,Weekday,Optimization Route,1361.4857142857143,22.69142857142857
Air Asia,Kolkata,Banglore,Kolkata → Banglore,1,5192,955,7,Morning,5,Weekday,Discount Route,326.19895287958116,5.436649214659686
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,9483,1390,13,Afternoon,4,Weekday,Optimization Route,409.33812949640287,6.822302158273382
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,18804,440,11,Morning,6,Weekday,Premium Route,2564.181818181818,42.736363636363635
Air India,Delhi,Cochin,Delhi → Cochin,0,5201,170,5,Morning,6,Weekday,Optimization Route,1835.6470588235295,30.594117647058823
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,16079,450,11,Morning,5,Weekday,Premium Route,2143.866666666667,35.73111111111111
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,180,19,Evening,6,Weekend,Optimization Route,2409.6666666666665,40.16111111111111
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,6795,465,17,Evening,5,Weekday,Optimization Route,876.7741935483871,14.612903225806452
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10953,1520,9,Morning,5,Weekday,Optimization Route,432.35526315789474,7.205921052631579
